date,ndc,drug_name,category,rx_fill_count,units_dispensed
2025-02-12,57237-0671-01,Warfarin 5mg,other,5,390
2025-02-12,57237-0681-01,Rivaroxaban 20mg,other,4,240
2025-02-12,57237-0691-01,Apixaban 5mg,other,1,60
2025-02-12,57237-0701-01,Spironolactone 25mg,other,6,360
2025-02-12,57237-0711-01,Clindamycin 300mg,other,3,77
2025-02-12,57237-0721-01,Nitrofurantoin 100mg,other,4,42
2025-02-12,57237-0731-01,Ciprofloxacin 500mg,other,4,44
2025-02-12,57237-0741-01,Metronidazole 500mg,other,2,42
2025-02-12,57237-0751-01,Valacyclovir 500mg,other,5,127
2025-02-12,57237-0761-01,Acyclovir 400mg,other,5,104
2025-02-12,57237-0771-01,Fluconazole 150mg,other,1,1
2025-02-12,57237-0781-01,Nystatin Oral Susp,other,2,2
2025-02-12,57237-0791-01,Latanoprost 0.005%,other,2,2
2025-02-12,57237-0801-01,Timolol 0.5% Eye,other,2,2
2025-02-12,57237-0811-01,Metoclopramide 10mg,other,1,30
2025-02-12,57237-0821-01,Dicyclomine 20mg,other,7,330
2025-02-12,57237-0831-01,Famotidine 40mg,other,6,360
2025-02-12,57237-0841-01,Lactulose Solution,other,3,3
2025-02-12,57237-0851-01,Polyethylene Glycol 3350,other,6,6
2025-02-12,57237-0861-01,Testosterone Cypionate,other,2,2
2025-02-12,57237-0871-01,Progesterone 200mg,other,2,60
2025-02-12,57237-0881-01,Estradiol 1mg,other,7,510
2025-02-12,57237-0891-01,Norethindrone/EE,other,7,196
2025-02-13,57237-0001-01,Metformin 500mg,chronic,21,1230
2025-02-13,57237-0002-01,Metformin 1000mg,chronic,8,480
2025-02-13,57237-0011-01,Lisinopril 10mg,chronic,12,660
2025-02-13,57237-0012-01,Lisinopril 20mg,chronic,13,750
2025-02-13,57237-0021-01,Atorvastatin 20mg,chronic,10,540
2025-02-13,57237-0022-01,Atorvastatin 40mg,chronic,9,510
2025-02-13,57237-0031-01,Amlodipine 5mg,chronic,9,390
2025-02-13,57237-0032-01,Amlodipine 10mg,chronic,8,480
2025-02-13,57237-0041-01,Omeprazole 20mg,chronic,15,810
2025-02-13,57237-0042-01,Omeprazole 40mg,chronic,13,810
2025-02-13,57237-0051-01,Losartan 50mg,chronic,10,720
2025-02-13,57237-0052-01,Losartan 100mg,chronic,11,750
2025-02-13,57237-0061-01,Gabapentin 300mg,chronic,8,720
2025-02-13,57237-0062-01,Gabapentin 600mg,chronic,12,1080
2025-02-13,57237-0071-01,Levothyroxine 50mcg,chronic,18,1080
2025-02-13,57237-0072-01,Levothyroxine 100mcg,chronic,14,720
2025-02-13,57237-0081-01,Metoprolol 25mg,chronic,20,1200
2025-02-13,57237-0082-01,Metoprolol 50mg,chronic,7,330
2025-02-13,57237-0091-01,Sertraline 50mg,chronic,12,960
2025-02-13,57237-0092-01,Sertraline 100mg,chronic,10,720
2025-02-13,57237-0101-01,Escitalopram 10mg,chronic,15,930
2025-02-13,57237-0111-01,Bupropion SR 150mg,chronic,11,630
2025-02-13,57237-0121-01,Hydrochlorothiazide 25mg,chronic,15,810
2025-02-13,57237-0131-01,Furosemide 40mg,chronic,9,630
2025-02-13,57237-0141-01,Carvedilol 6.25mg,chronic,8,600
2025-02-13,57237-0151-01,Pantoprazole 40mg,chronic,8,480
2025-02-13,57237-0161-01,Montelukast 10mg,chronic,6,480
2025-02-13,57237-0171-01,Glipizide 5mg,chronic,9,390
2025-02-13,57237-0181-01,Tamsulosin 0.4mg,chronic,3,150
2025-02-13,57237-0191-01,Alendronate 70mg,chronic,3,20
2025-02-13,57237-0201-01,Amoxicillin 500mg,seasonal,7,118
2025-02-13,57237-0202-01,Amoxicillin 875mg,seasonal,4,48
2025-02-13,57237-0211-01,Azithromycin 250mg,seasonal,2,12
2025-02-13,57237-0221-01,Albuterol Inhaler,seasonal,14,14
2025-02-13,57237-0231-01,Oseltamivir 75mg,seasonal,5,50
2025-02-13,57237-0241-01,Cetirizine 10mg,seasonal,6,360
2025-02-13,57237-0242-01,Loratadine 10mg,seasonal,5,330
2025-02-13,57237-0243-01,Fexofenadine 180mg,seasonal,7,390
2025-02-13,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,2,2
2025-02-13,57237-0261-01,Prednisone 20mg,seasonal,1,5
2025-02-13,57237-0271-01,Doxycycline 100mg,seasonal,5,77
2025-02-13,57237-0281-01,Cephalexin 500mg,seasonal,4,48
2025-02-13,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,3,34
2025-02-13,57237-0301-01,Promethazine 25mg,seasonal,5,76
2025-02-13,57237-0311-01,Ondansetron 4mg,seasonal,2,36
2025-02-13,57237-0401-01,Ibuprofen 600mg,other,5,180
2025-02-13,57237-0402-01,Ibuprofen 800mg,other,5,270
2025-02-13,57237-0411-01,Cyclobenzaprine 10mg,other,2,60
2025-02-13,57237-0421-01,Tramadol 50mg,other,4,210
2025-02-13,57237-0431-01,Oxycodone/APAP 5/325mg,other,1,20
2025-02-13,57237-0441-01,Methylprednisolone 4mg,other,5,105
2025-02-13,57237-0451-01,Clonazepam 0.5mg,other,7,570
2025-02-13,57237-0461-01,Alprazolam 0.5mg,other,3,150
2025-02-13,57237-0471-01,Zolpidem 10mg,other,2,60
2025-02-13,57237-0481-01,Hydroxyzine 25mg,other,3,90
2025-02-13,57237-0491-01,Linaclotide 145mcg,other,4,360
2025-02-13,57237-0501-01,Insulin Glargine U-100,other,5,13
2025-02-13,57237-0511-01,Insulin Aspart U-100,other,3,5
2025-02-13,57237-0531-01,Allopurinol 300mg,other,4,180
2025-02-13,57237-0541-01,Colchicine 0.6mg,other,7,330
2025-02-13,57237-0551-01,Finasteride 5mg,other,4,360
2025-02-13,57237-0561-01,Sildenafil 50mg,other,5,132
2025-02-13,57237-0571-01,Topiramate 25mg,other,4,300
2025-02-13,57237-0581-01,Quetiapine 25mg,other,1,30
2025-02-13,57237-0591-01,Aripiprazole 10mg,other,4,120
2025-02-13,57237-0601-01,Duloxetine 30mg,other,5,330
2025-02-13,57237-0611-01,Venlafaxine ER 75mg,other,2,120
2025-02-13,57237-0621-01,Memantine 10mg,other,3,180
2025-02-13,57237-0631-01,Donepezil 10mg,other,5,150
2025-02-13,57237-0641-01,Rosuvastatin 20mg,other,5,270
2025-02-13,57237-0651-01,Ezetimibe 10mg,other,6,420
2025-02-13,57237-0661-01,Clopidogrel 75mg,other,6,360
2025-02-13,57237-0671-01,Warfarin 5mg,other,6,420
2025-02-13,57237-0681-01,Rivaroxaban 20mg,other,4,240
2025-02-13,57237-0691-01,Apixaban 5mg,other,4,240
2025-02-13,57237-0701-01,Spironolactone 25mg,other,4,240
2025-02-13,57237-0711-01,Clindamycin 300mg,other,4,91
2025-02-13,57237-0721-01,Nitrofurantoin 100mg,other,1,14
2025-02-13,57237-0741-01,Metronidazole 500mg,other,2,35
2025-02-13,57237-0751-01,Valacyclovir 500mg,other,1,30
2025-02-13,57237-0761-01,Acyclovir 400mg,other,3,44
2025-02-13,57237-0771-01,Fluconazole 150mg,other,2,2
2025-02-13,57237-0781-01,Nystatin Oral Susp,other,2,2
2025-02-13,57237-0791-01,Latanoprost 0.005%,other,3,3
2025-02-13,57237-0801-01,Timolol 0.5% Eye,other,2,2
2025-02-13,57237-0821-01,Dicyclomine 20mg,other,2,90
2025-02-13,57237-0831-01,Famotidine 40mg,other,2,120
2025-02-13,57237-0841-01,Lactulose Solution,other,4,4
2025-02-13,57237-0851-01,Polyethylene Glycol 3350,other,3,3
2025-02-13,57237-0861-01,Testosterone Cypionate,other,2,2
2025-02-13,57237-0871-01,Progesterone 200mg,other,4,120
2025-02-13,57237-0881-01,Estradiol 1mg,other,2,180
2025-02-13,57237-0891-01,Norethindrone/EE,other,9,252
2025-02-14,57237-0001-01,Metformin 500mg,chronic,21,1350
2025-02-14,57237-0002-01,Metformin 1000mg,chronic,13,750
2025-02-14,57237-0011-01,Lisinopril 10mg,chronic,21,1590
2025-02-14,57237-0012-01,Lisinopril 20mg,chronic,10,540
2025-02-14,57237-0021-01,Atorvastatin 20mg,chronic,19,1290
2025-02-14,57237-0022-01,Atorvastatin 40mg,chronic,15,990
2025-02-14,57237-0031-01,Amlodipine 5mg,chronic,18,1140
2025-02-14,57237-0032-01,Amlodipine 10mg,chronic,8,540
2025-02-14,57237-0041-01,Omeprazole 20mg,chronic,18,1260
2025-02-14,57237-0042-01,Omeprazole 40mg,chronic,8,360
2025-02-14,57237-0051-01,Losartan 50mg,chronic,13,810
2025-02-14,57237-0052-01,Losartan 100mg,chronic,13,930
2025-02-14,57237-0061-01,Gabapentin 300mg,chronic,12,1080
2025-02-14,57237-0062-01,Gabapentin 600mg,chronic,11,990
2025-02-14,57237-0071-01,Levothyroxine 50mcg,chronic,20,1140
2025-02-14,57237-0072-01,Levothyroxine 100mcg,chronic,7,450
2025-02-14,57237-0081-01,Metoprolol 25mg,chronic,4,360
2025-02-14,57237-0082-01,Metoprolol 50mg,chronic,7,450
2025-02-14,57237-0091-01,Sertraline 50mg,chronic,21,1170
2025-02-14,57237-0092-01,Sertraline 100mg,chronic,9,510
2025-02-14,57237-0101-01,Escitalopram 10mg,chronic,14,780
2025-02-14,57237-0111-01,Bupropion SR 150mg,chronic,10,780
2025-02-14,57237-0121-01,Hydrochlorothiazide 25mg,chronic,12,780
2025-02-14,57237-0131-01,Furosemide 40mg,chronic,7,510
2025-02-14,57237-0141-01,Carvedilol 6.25mg,chronic,13,930
2025-02-14,57237-0151-01,Pantoprazole 40mg,chronic,12,660
2025-02-14,57237-0161-01,Montelukast 10mg,chronic,7,450
2025-02-14,57237-0171-01,Glipizide 5mg,chronic,11,630
2025-02-14,57237-0181-01,Tamsulosin 0.4mg,chronic,4,240
2025-02-14,57237-0191-01,Alendronate 70mg,chronic,3,20
2025-02-14,57237-0201-01,Amoxicillin 500mg,seasonal,6,94
2025-02-14,57237-0202-01,Amoxicillin 875mg,seasonal,8,100
2025-02-14,57237-0211-01,Azithromycin 250mg,seasonal,2,12
2025-02-14,57237-0221-01,Albuterol Inhaler,seasonal,23,23
2025-02-14,57237-0231-01,Oseltamivir 75mg,seasonal,3,30
2025-02-14,57237-0241-01,Cetirizine 10mg,seasonal,10,540
2025-02-14,57237-0242-01,Loratadine 10mg,seasonal,4,180
2025-02-14,57237-0243-01,Fexofenadine 180mg,seasonal,5,330
2025-02-14,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,6,6
2025-02-14,57237-0261-01,Prednisone 20mg,seasonal,9,76
2025-02-14,57237-0271-01,Doxycycline 100mg,seasonal,3,63
2025-02-14,57237-0281-01,Cephalexin 500mg,seasonal,9,110
2025-02-14,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,3,42
2025-02-14,57237-0301-01,Promethazine 25mg,seasonal,4,64
2025-02-14,57237-0311-01,Ondansetron 4mg,seasonal,3,54
2025-02-14,57237-0401-01,Ibuprofen 600mg,other,12,510
2025-02-14,57237-0402-01,Ibuprofen 800mg,other,6,300
2025-02-14,57237-0411-01,Cyclobenzaprine 10mg,other,5,120
2025-02-14,57237-0421-01,Tramadol 50mg,other,5,240
2025-02-14,57237-0431-01,Oxycodone/APAP 5/325mg,other,5,110
2025-02-14,57237-0441-01,Methylprednisolone 4mg,other,4,84
2025-02-14,57237-0451-01,Clonazepam 0.5mg,other,1,90
2025-02-14,57237-0461-01,Alprazolam 0.5mg,other,5,270
2025-02-14,57237-0471-01,Zolpidem 10mg,other,3,90
2025-02-14,57237-0481-01,Hydroxyzine 25mg,other,4,150
2025-02-14,57237-0491-01,Linaclotide 145mcg,other,1,30
2025-02-14,57237-0501-01,Insulin Glargine U-100,other,2,4
2025-02-14,57237-0511-01,Insulin Aspart U-100,other,3,7
2025-02-14,57237-0521-01,Methotrexate 2.5mg,other,1,4
2025-02-14,57237-0531-01,Allopurinol 300mg,other,9,450
2025-02-14,57237-0541-01,Colchicine 0.6mg,other,4,210
2025-02-14,57237-0551-01,Finasteride 5mg,other,5,390
2025-02-14,57237-0561-01,Sildenafil 50mg,other,6,72
2025-02-14,57237-0571-01,Topiramate 25mg,other,3,210
2025-02-14,57237-0581-01,Quetiapine 25mg,other,3,270
2025-02-14,57237-0591-01,Aripiprazole 10mg,other,4,120
2025-02-14,57237-0601-01,Duloxetine 30mg,other,4,240
2025-02-14,57237-0611-01,Venlafaxine ER 75mg,other,9,570
2025-02-14,57237-0631-01,Donepezil 10mg,other,4,120
2025-02-14,57237-0641-01,Rosuvastatin 20mg,other,10,660
2025-02-14,57237-0651-01,Ezetimibe 10mg,other,7,450
2025-02-14,57237-0661-01,Clopidogrel 75mg,other,6,300
2025-02-14,57237-0671-01,Warfarin 5mg,other,2,60
2025-02-14,57237-0681-01,Rivaroxaban 20mg,other,4,180
2025-02-14,57237-0691-01,Apixaban 5mg,other,6,360
2025-02-14,57237-0701-01,Spironolactone 25mg,other,3,150
2025-02-14,57237-0711-01,Clindamycin 300mg,other,5,126
2025-02-14,57237-0721-01,Nitrofurantoin 100mg,other,7,70
2025-02-14,57237-0731-01,Ciprofloxacin 500mg,other,3,38
2025-02-14,57237-0741-01,Metronidazole 500mg,other,4,70
2025-02-14,57237-0751-01,Valacyclovir 500mg,other,4,51
2025-02-14,57237-0761-01,Acyclovir 400mg,other,4,51
2025-02-14,57237-0781-01,Nystatin Oral Susp,other,2,2
2025-02-14,57237-0791-01,Latanoprost 0.005%,other,5,5
2025-02-14,57237-0801-01,Timolol 0.5% Eye,other,1,1
2025-02-14,57237-0811-01,Metoclopramide 10mg,other,3,90
2025-02-14,57237-0821-01,Dicyclomine 20mg,other,4,210
2025-02-14,57237-0831-01,Famotidine 40mg,other,4,360
2025-02-14,57237-0841-01,Lactulose Solution,other,5,5
2025-02-14,57237-0851-01,Polyethylene Glycol 3350,other,5,5
2025-02-14,57237-0871-01,Progesterone 200mg,other,5,150
2025-02-14,57237-0881-01,Estradiol 1mg,other,2,180
2025-02-14,57237-0891-01,Norethindrone/EE,other,4,112
2025-02-15,57237-0001-01,Metformin 500mg,chronic,14,660
2025-02-15,57237-0002-01,Metformin 1000mg,chronic,13,930
2025-02-15,57237-0011-01,Lisinopril 10mg,chronic,21,1350
2025-02-15,57237-0012-01,Lisinopril 20mg,chronic,10,600
2025-02-15,57237-0021-01,Atorvastatin 20mg,chronic,10,660
2025-02-15,57237-0022-01,Atorvastatin 40mg,chronic,11,390
2025-02-15,57237-0031-01,Amlodipine 5mg,chronic,11,690
2025-02-15,57237-0032-01,Amlodipine 10mg,chronic,12,540
2025-02-15,57237-0041-01,Omeprazole 20mg,chronic,16,1080
2025-02-15,57237-0042-01,Omeprazole 40mg,chronic,8,420
2025-02-15,57237-0051-01,Losartan 50mg,chronic,11,630
2025-02-15,57237-0052-01,Losartan 100mg,chronic,3,270
2025-02-15,57237-0061-01,Gabapentin 300mg,chronic,16,1440
2025-02-15,57237-0062-01,Gabapentin 600mg,chronic,7,630
2025-02-15,57237-0071-01,Levothyroxine 50mcg,chronic,11,630
2025-02-15,57237-0072-01,Levothyroxine 100mcg,chronic,3,150
2025-02-15,57237-0081-01,Metoprolol 25mg,chronic,7,510
2025-02-15,57237-0082-01,Metoprolol 50mg,chronic,6,360
2025-02-15,57237-0091-01,Sertraline 50mg,chronic,7,270
2025-02-15,57237-0092-01,Sertraline 100mg,chronic,10,660
2025-02-15,57237-0101-01,Escitalopram 10mg,chronic,5,330
2025-02-15,57237-0111-01,Bupropion SR 150mg,chronic,9,750
2025-02-15,57237-0121-01,Hydrochlorothiazide 25mg,chronic,8,420
2025-02-15,57237-0131-01,Furosemide 40mg,chronic,7,450
2025-02-15,57237-0141-01,Carvedilol 6.25mg,chronic,6,480
2025-02-15,57237-0151-01,Pantoprazole 40mg,chronic,12,840
2025-02-15,57237-0161-01,Montelukast 10mg,chronic,7,450
2025-02-15,57237-0171-01,Glipizide 5mg,chronic,4,180
2025-02-15,57237-0181-01,Tamsulosin 0.4mg,chronic,3,90
2025-02-15,57237-0191-01,Alendronate 70mg,chronic,3,28
2025-02-15,57237-0201-01,Amoxicillin 500mg,seasonal,13,194
2025-02-15,57237-0202-01,Amoxicillin 875mg,seasonal,6,72
2025-02-15,57237-0211-01,Azithromycin 250mg,seasonal,4,24
2025-02-15,57237-0221-01,Albuterol Inhaler,seasonal,7,7
2025-02-15,57237-0231-01,Oseltamivir 75mg,seasonal,2,20
2025-02-15,57237-0241-01,Cetirizine 10mg,seasonal,9,450
2025-02-15,57237-0242-01,Loratadine 10mg,seasonal,2,120
2025-02-15,57237-0243-01,Fexofenadine 180mg,seasonal,3,150
2025-02-15,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,1,1
2025-02-15,57237-0261-01,Prednisone 20mg,seasonal,7,62
2025-02-15,57237-0271-01,Doxycycline 100mg,seasonal,3,56
2025-02-15,57237-0281-01,Cephalexin 500mg,seasonal,7,82
2025-02-15,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,4,56
2025-02-15,57237-0301-01,Promethazine 25mg,seasonal,3,52
2025-02-15,57237-0311-01,Ondansetron 4mg,seasonal,4,54
2025-02-15,57237-0401-01,Ibuprofen 600mg,other,6,270
2025-02-15,57237-0402-01,Ibuprofen 800mg,other,6,300
2025-02-15,57237-0411-01,Cyclobenzaprine 10mg,other,6,105
2025-02-15,57237-0421-01,Tramadol 50mg,other,6,270
2025-02-15,57237-0431-01,Oxycodone/APAP 5/325mg,other,1,20
2025-02-15,57237-0441-01,Methylprednisolone 4mg,other,2,42
2025-02-15,57237-0451-01,Clonazepam 0.5mg,other,4,300
2025-02-15,57237-0461-01,Alprazolam 0.5mg,other,2,60
2025-02-15,57237-0471-01,Zolpidem 10mg,other,3,90
2025-02-15,57237-0481-01,Hydroxyzine 25mg,other,3,150
2025-02-15,57237-0491-01,Linaclotide 145mcg,other,3,270
2025-02-15,57237-0501-01,Insulin Glargine U-100,other,4,10
2025-02-15,57237-0511-01,Insulin Aspart U-100,other,3,9
2025-02-15,57237-0521-01,Methotrexate 2.5mg,other,1,4
2025-02-15,57237-0531-01,Allopurinol 300mg,other,3,270
2025-02-15,57237-0541-01,Colchicine 0.6mg,other,3,120
2025-02-15,57237-0551-01,Finasteride 5mg,other,7,390
2025-02-15,57237-0561-01,Sildenafil 50mg,other,4,120
2025-02-15,57237-0571-01,Topiramate 25mg,other,1,30
2025-02-15,57237-0581-01,Quetiapine 25mg,other,3,150
2025-02-15,57237-0591-01,Aripiprazole 10mg,other,3,90
2025-02-15,57237-0611-01,Venlafaxine ER 75mg,other,3,150
2025-02-15,57237-0631-01,Donepezil 10mg,other,3,90
2025-02-15,57237-0641-01,Rosuvastatin 20mg,other,3,90
2025-02-15,57237-0651-01,Ezetimibe 10mg,other,4,240
2025-02-15,57237-0661-01,Clopidogrel 75mg,other,6,300
2025-02-15,57237-0671-01,Warfarin 5mg,other,6,360
2025-02-15,57237-0681-01,Rivaroxaban 20mg,other,4,180
2025-02-15,57237-0691-01,Apixaban 5mg,other,2,120
2025-02-15,57237-0701-01,Spironolactone 25mg,other,5,390
2025-02-15,57237-0711-01,Clindamycin 300mg,other,3,77
2025-02-15,57237-0721-01,Nitrofurantoin 100mg,other,1,14
2025-02-15,57237-0731-01,Ciprofloxacin 500mg,other,2,20
2025-02-15,57237-0751-01,Valacyclovir 500mg,other,1,7
2025-02-15,57237-0761-01,Acyclovir 400mg,other,6,157
2025-02-15,57237-0771-01,Fluconazole 150mg,other,2,2
2025-02-15,57237-0781-01,Nystatin Oral Susp,other,1,1
2025-02-15,57237-0791-01,Latanoprost 0.005%,other,2,2
2025-02-15,57237-0801-01,Timolol 0.5% Eye,other,2,2
2025-02-15,57237-0811-01,Metoclopramide 10mg,other,2,60
2025-02-15,57237-0821-01,Dicyclomine 20mg,other,3,120
2025-02-15,57237-0831-01,Famotidine 40mg,other,3,150
2025-02-15,57237-0851-01,Polyethylene Glycol 3350,other,5,5
2025-02-15,57237-0861-01,Testosterone Cypionate,other,1,1
2025-02-15,57237-0871-01,Progesterone 200mg,other,3,90
2025-02-15,57237-0881-01,Estradiol 1mg,other,1,90
2025-02-15,57237-0891-01,Norethindrone/EE,other,5,140
2025-02-16,57237-0001-01,Metformin 500mg,chronic,11,630
2025-02-16,57237-0002-01,Metformin 1000mg,chronic,8,480
2025-02-16,57237-0011-01,Lisinopril 10mg,chronic,16,900
2025-02-16,57237-0012-01,Lisinopril 20mg,chronic,16,900
2025-02-16,57237-0021-01,Atorvastatin 20mg,chronic,5,210
2025-02-16,57237-0022-01,Atorvastatin 40mg,chronic,5,390
2025-02-16,57237-0031-01,Amlodipine 5mg,chronic,11,570
2025-02-16,57237-0032-01,Amlodipine 10mg,chronic,4,360
2025-02-16,57237-0041-01,Omeprazole 20mg,chronic,12,720
2025-02-16,57237-0042-01,Omeprazole 40mg,chronic,6,300
2025-02-16,57237-0051-01,Losartan 50mg,chronic,8,540
2025-02-16,57237-0052-01,Losartan 100mg,chronic,4,360
2025-02-16,57237-0061-01,Gabapentin 300mg,chronic,12,1080
2025-02-16,57237-0062-01,Gabapentin 600mg,chronic,6,540
2025-02-16,57237-0071-01,Levothyroxine 50mcg,chronic,6,300
2025-02-16,57237-0072-01,Levothyroxine 100mcg,chronic,4,360
2025-02-16,57237-0081-01,Metoprolol 25mg,chronic,5,390
2025-02-16,57237-0082-01,Metoprolol 50mg,chronic,8,660
2025-02-16,57237-0091-01,Sertraline 50mg,chronic,6,360
2025-02-16,57237-0092-01,Sertraline 100mg,chronic,5,270
2025-02-16,57237-0101-01,Escitalopram 10mg,chronic,3,90
2025-02-16,57237-0111-01,Bupropion SR 150mg,chronic,6,300
2025-02-16,57237-0121-01,Hydrochlorothiazide 25mg,chronic,6,360
2025-02-16,57237-0131-01,Furosemide 40mg,chronic,7,630
2025-02-16,57237-0141-01,Carvedilol 6.25mg,chronic,7,510
2025-02-16,57237-0151-01,Pantoprazole 40mg,chronic,6,360
2025-02-16,57237-0161-01,Montelukast 10mg,chronic,8,480
2025-02-16,57237-0171-01,Glipizide 5mg,chronic,5,390
2025-02-16,57237-0181-01,Tamsulosin 0.4mg,chronic,3,210
2025-02-16,57237-0191-01,Alendronate 70mg,chronic,3,28
2025-02-16,57237-0201-01,Amoxicillin 500mg,seasonal,13,213
2025-02-16,57237-0202-01,Amoxicillin 875mg,seasonal,4,44
2025-02-16,57237-0211-01,Azithromycin 250mg,seasonal,1,6
2025-02-16,57237-0221-01,Albuterol Inhaler,seasonal,9,9
2025-02-16,57237-0241-01,Cetirizine 10mg,seasonal,5,210
2025-02-16,57237-0242-01,Loratadine 10mg,seasonal,5,390
2025-02-16,57237-0243-01,Fexofenadine 180mg,seasonal,2,120
2025-02-16,57237-0251-01,Fluticasone Nasal 50mcg,seasonal,3,3
2025-02-16,57237-0261-01,Prednisone 20mg,seasonal,7,46
2025-02-16,57237-0271-01,Doxycycline 100mg,seasonal,4,77
2025-02-16,57237-0281-01,Cephalexin 500mg,seasonal,8,84
2025-02-16,57237-0291-01,Trimethoprim/Sulfa DS,seasonal,3,42
2025-02-16,57237-0311-01,Ondansetron 4mg,seasonal,3,45
2025-02-16,57237-0401-01,Ibuprofen 600mg,other,7,330
2025-02-16,57237-0402-01,Ibuprofen 800mg,other,4,210
2025-02-16,57237-0411-01,Cyclobenzaprine 10mg,other,4,90
2025-02-16,57237-0421-01,Tramadol 50mg,other,1,30
2025-02-16,57237-0431-01,Oxycodone/APAP 5/325mg,other,4,100
2025-02-16,57237-0441-01,Methylprednisolone 4mg,other,2,42
2025-02-16,57237-0451-01,Clonazepam 0.5mg,other,1,90
2025-02-16,57237-0461-01,Alprazolam 0.5mg,other,2,60
2025-02-16,57237-0471-01,Zolpidem 10mg,other,2,60
2025-02-16,57237-0481-01,Hydroxyzine 25mg,other,1,60
2025-02-16,57237-0491-01,Linaclotide 145mcg,other,4,360
2025-02-16,57237-0501-01,Insulin Glargine U-100,other,3,5
2025-02-16,57237-0511-01,Insulin Aspart U-100,other,2,6
2025-02-16,57237-0521-01,Methotrexate 2.5mg,other,1,8
2025-02-16,57237-0531-01,Allopurinol 300mg,other,4,240
2025-02-16,57237-0541-01,Colchicine 0.6mg,other,3,90
2025-02-16,57237-0551-01,Finasteride 5mg,other,2,120
2025-02-16,57237-0561-01,Sildenafil 50mg,other,2,24
2025-02-16,57237-0571-01,Topiramate 25mg,other,2,120
2025-02-16,57237-0581-01,Quetiapine 25mg,other,2,120
2025-02-16,57237-0591-01,Aripiprazole 10mg,other,3,90
2025-02-16,57237-0601-01,Duloxetine 30mg,other,3,210
2025-02-16,57237-0611-01,Venlafaxine ER 75mg,other,4,300
2025-02-16,57237-0621-01,Memantine 10mg,other,4,210
2025-02-16,57237-0631-01,Donepezil 10mg,other,1,30
2025-02-16,57237-0641-01,Rosuvastatin 20mg,other,7,450
2025-02-16,57237-0651-01,Ezetimibe 10mg,other,2,120
2025-02-16,57237-0661-01,Clopidogrel 75mg,other,4,180
2025-02-16,57237-0671-01,Warfarin 5mg,other,3,210
2025-02-16,57237-0681-01,Rivaroxaban 20mg,other,3,90
2025-02-16,57237-0691-01,Apixaban 5mg,other,1,60
2025-02-16,57237-0701-01,Spironolactone 25mg,other,3,210
2025-02-16,57237-0711-01,Clindamycin 300mg,other,2,42
2025-02-16,57237-0721-01,Nitrofurantoin 100mg,other,1,7
2025-02-16,57237-0741-01,Metronidazole 500mg,other,1,21
2025-02-16,57237-0751-01,Valacyclovir 500mg,other,1,30
2025-02-16,57237-0761-01,Acyclovir 400mg,other,2,37
2025-02-16,57237-0771-01,Fluconazole 150mg,other,2,2
2025-02-16,57237-0781-01,Nystatin Oral Susp,other,2,2
2025-02-16,57237-0801-01,Timolol 0.5% Eye,other,2,2
2025-02-16,57237-0821-01,Dicyclomine 20mg,other,3,180
2025-02-16,57237-0831-01,Famotidine 40mg,other,6,300
2025-02-16,57237-0841-01,Lactulose Solution,other,4,4
2025-02-16,57237-0851-01,Polyethylene Glycol 3350,other,2,2
2025-02-16,57237-0881-01,Estradiol 1mg,other,2,120
2025-02-16,57237-0891-01,Norethindrone/EE,other,3,84
2025-02-17,57237-0001-01,Metformin 500mg,chronic,24,1080
2025-02-17,57237-0002-01,Metformin 1000mg,chronic,13,750
2025-02-17,57237-0011-01,Lisinopril 10mg,chronic,19,1230
2025-02-17,57237-0012-01,Lisinopril 20mg,chronic,8,420
2025-02-17,57237-0021-01,Atorvastatin 20mg,chronic,28,1680
2025-02-17,57237-0022-01,Atorvastatin 40mg,chronic,17,1110
2025-02-17,57237-0031-01,Amlodipine 5mg,chronic,19,990
2025-02-17,57237-0032-01,Amlodipine 10mg,chronic,16,720
2025-02-17,57237-0041-01,Omeprazole 20mg,chronic,23,1590
2025-02-17,57237-0042-01,Omeprazole 40mg,chronic,14,780
2025-02-17,57237-0051-01,Losartan 50mg,chronic,14,900
2025-02-17,57237-0052-01,Losartan 100mg,chronic,7,510
2025-02-17,57237-0061-01,Gabapentin 300mg,chronic,9,810
2025-02-17,57237-0062-01,Gabapentin 600mg,chronic,6,540
2025-02-17,57237-0071-01,Levothyroxine 50mcg,chronic,19,1170
2025-02-17,57237-0072-01,Levothyroxine 100mcg,chronic,11,750
2025-02-17,57237-0081-01,Metoprolol 25mg,chronic,12,780
2025-02-17,57237-0082-01,Metoprolol 50mg,chronic,19,1050
2025-02-17,57237-0091-01,Sertraline 50mg,chronic,13,690
2025-02-17,57237-0092-01,Sertraline 100mg,chronic,12,720
2025-02-17,57237-0101-01,Escitalopram 10mg,chronic,8,540
2025-02-17,57237-0111-01,Bupropion SR 150mg,chronic,9,570
2025-02-17,57237-0121-01,Hydrochlorothiazide 25mg,chronic,10,480
2025-02-17,57237-0131-01,Furosemide 40mg,chronic,9,510
