ds,ndc,drug_name,category,y,source,population,weight,yhat
2025-06-23,57237040201,Ibuprofen 800mg,other,46.0,synthetic,5000,0.5,27.5
2025-06-30,57237040201,Ibuprofen 800mg,other,48.0,synthetic,5000,0.5,27.4
2025-01-06,57237041101,Cyclobenzaprine 10mg,other,34.0,synthetic,5000,0.5,32.6
2025-01-13,57237041101,Cyclobenzaprine 10mg,other,52.0,synthetic,5000,0.5,32.7
2025-01-20,57237041101,Cyclobenzaprine 10mg,other,37.0,synthetic,5000,0.5,31.9
2025-01-27,57237041101,Cyclobenzaprine 10mg,other,35.0,synthetic,5000,0.5,31.6
2025-02-03,57237041101,Cyclobenzaprine 10mg,other,19.0,synthetic,5000,0.5,33.1
2025-02-10,57237041101,Cyclobenzaprine 10mg,other,33.0,synthetic,5000,0.5,31.5
2025-02-17,57237041101,Cyclobenzaprine 10mg,other,35.0,synthetic,5000,0.5,32.2
2025-02-24,57237041101,Cyclobenzaprine 10mg,other,47.0,synthetic,5000,0.5,31.5
2025-03-03,57237041101,Cyclobenzaprine 10mg,other,22.0,synthetic,5000,0.5,31.4
2025-03-10,57237041101,Cyclobenzaprine 10mg,other,25.0,synthetic,5000,0.5,31.2
2025-03-17,57237041101,Cyclobenzaprine 10mg,other,25.0,synthetic,5000,0.5,31.1
2025-03-24,57237041101,Cyclobenzaprine 10mg,other,29.0,synthetic,5000,0.5,30.7
2025-03-31,57237041101,Cyclobenzaprine 10mg,other,43.0,synthetic,5000,0.5,29.5
2025-04-07,57237041101,Cyclobenzaprine 10mg,other,24.0,synthetic,5000,0.5,30.4
2025-04-14,57237041101,Cyclobenzaprine 10mg,other,37.0,synthetic,5000,0.5,28.1
2025-04-21,57237041101,Cyclobenzaprine 10mg,other,34.0,synthetic,5000,0.5,29.3
2025-04-28,57237041101,Cyclobenzaprine 10mg,other,41.0,synthetic,5000,0.5,27.8
2025-05-05,57237041101,Cyclobenzaprine 10mg,other,30.0,synthetic,5000,0.5,27.4
2025-05-12,57237041101,Cyclobenzaprine 10mg,other,42.0,synthetic,5000,0.5,28.4
2025-05-19,57237041101,Cyclobenzaprine 10mg,other,30.0,synthetic,5000,0.5,27.3
2025-05-26,57237041101,Cyclobenzaprine 10mg,other,31.0,synthetic,5000,0.5,27.4
2025-06-02,57237041101,Cyclobenzaprine 10mg,other,33.0,synthetic,5000,0.5,27.1
2025-06-09,57237041101,Cyclobenzaprine 10mg,other,36.0,synthetic,5000,0.5,26.7
2025-06-16,57237041101,Cyclobenzaprine 10mg,other,42.0,synthetic,5000,0.5,27.0
2025-06-23,57237041101,Cyclobenzaprine 10mg,other,20.0,synthetic,5000,0.5,26.3
2025-06-30,57237041101,Cyclobenzaprine 10mg,other,42.0,synthetic,5000,0.5,26.1
2025-01-06,57237042101,Tramadol 50mg,other,24.0,synthetic,5000,0.5,35.2
2025-01-13,57237042101,Tramadol 50mg,other,37.0,synthetic,5000,0.5,9.0
2025-01-20,57237042101,Tramadol 50mg,other,34.0,synthetic,5000,0.5,33.6
2025-01-27,57237042101,Tramadol 50mg,other,35.0,synthetic,5000,0.5,31.0
2025-02-03,57237042101,Tramadol 50mg,other,38.0,synthetic,5000,0.5,20.8
2025-02-10,57237042101,Tramadol 50mg,other,26.0,synthetic,5000,0.5,30.6
2025-02-17,57237042101,Tramadol 50mg,other,35.0,synthetic,5000,0.5,34.7
2025-02-24,57237042101,Tramadol 50mg,other,35.0,synthetic,5000,0.5,26.7
2025-03-03,57237042101,Tramadol 50mg,other,40.0,synthetic,5000,0.5,31.5
2025-03-10,57237042101,Tramadol 50mg,other,29.0,synthetic,5000,0.5,27.4
2025-03-17,57237042101,Tramadol 50mg,other,32.0,synthetic,5000,0.5,28.2
2025-03-24,57237042101,Tramadol 50mg,other,32.0,synthetic,5000,0.5,29.2
2025-03-31,57237042101,Tramadol 50mg,other,44.0,synthetic,5000,0.5,27.4
2025-04-07,57237042101,Tramadol 50mg,other,31.0,synthetic,5000,0.5,26.7
2025-04-14,57237042101,Tramadol 50mg,other,43.0,synthetic,5000,0.5,29.0
2025-04-21,57237042101,Tramadol 50mg,other,27.0,synthetic,5000,0.5,28.4
2025-04-28,57237042101,Tramadol 50mg,other,45.0,synthetic,5000,0.5,27.0
2025-05-05,57237042101,Tramadol 50mg,other,37.0,synthetic,5000,0.5,28.6
2025-05-12,57237042101,Tramadol 50mg,other,32.0,synthetic,5000,0.5,26.5
2025-05-19,57237042101,Tramadol 50mg,other,37.0,synthetic,5000,0.5,27.1
2025-05-26,57237042101,Tramadol 50mg,other,38.0,synthetic,5000,0.5,27.8
2025-06-02,57237042101,Tramadol 50mg,other,30.0,synthetic,5000,0.5,26.2
2025-06-09,57237042101,Tramadol 50mg,other,34.0,synthetic,5000,0.5,26.7
2025-06-16,57237042101,Tramadol 50mg,other,29.0,synthetic,5000,0.5,26.4
2025-06-23,57237042101,Tramadol 50mg,other,16.0,synthetic,5000,0.5,25.7
2025-06-30,57237042101,Tramadol 50mg,other,36.0,synthetic,5000,0.5,25.9
2025-01-06,57237043101,Oxycodone/APAP 5/325mg,other,21.0,synthetic,5000,0.5,20.9
2025-01-13,57237043101,Oxycodone/APAP 5/325mg,other,24.0,synthetic,5000,0.5,28.4
2025-01-20,57237043101,Oxycodone/APAP 5/325mg,other,21.0,synthetic,5000,0.5,21.5
2025-01-27,57237043101,Oxycodone/APAP 5/325mg,other,14.0,synthetic,5000,0.5,25.9
2025-02-03,57237043101,Oxycodone/APAP 5/325mg,other,17.0,synthetic,5000,0.5,23.9
2025-02-10,57237043101,Oxycodone/APAP 5/325mg,other,25.0,synthetic,5000,0.5,22.0
2025-02-17,57237043101,Oxycodone/APAP 5/325mg,other,19.0,synthetic,5000,0.5,21.5
2025-02-24,57237043101,Oxycodone/APAP 5/325mg,other,18.0,synthetic,5000,0.5,23.2
2025-03-03,57237043101,Oxycodone/APAP 5/325mg,other,19.0,synthetic,5000,0.5,23.7
2025-03-10,57237043101,Oxycodone/APAP 5/325mg,other,22.0,synthetic,5000,0.5,21.0
2025-03-17,57237043101,Oxycodone/APAP 5/325mg,other,16.0,synthetic,5000,0.5,23.5
2025-03-24,57237043101,Oxycodone/APAP 5/325mg,other,15.0,synthetic,5000,0.5,20.6
2025-03-31,57237043101,Oxycodone/APAP 5/325mg,other,17.0,synthetic,5000,0.5,22.3
2025-04-07,57237043101,Oxycodone/APAP 5/325mg,other,15.0,synthetic,5000,0.5,22.3
2025-04-14,57237043101,Oxycodone/APAP 5/325mg,other,20.0,synthetic,5000,0.5,20.9
2025-04-21,57237043101,Oxycodone/APAP 5/325mg,other,22.0,synthetic,5000,0.5,21.6
2025-04-28,57237043101,Oxycodone/APAP 5/325mg,other,24.0,synthetic,5000,0.5,20.3
2025-05-05,57237043101,Oxycodone/APAP 5/325mg,other,20.0,synthetic,5000,0.5,21.0
2025-05-12,57237043101,Oxycodone/APAP 5/325mg,other,18.0,synthetic,5000,0.5,20.3
2025-05-19,57237043101,Oxycodone/APAP 5/325mg,other,21.0,synthetic,5000,0.5,20.6
2025-05-26,57237043101,Oxycodone/APAP 5/325mg,other,21.0,synthetic,5000,0.5,20.5
2025-06-02,57237043101,Oxycodone/APAP 5/325mg,other,26.0,synthetic,5000,0.5,20.2
2025-06-09,57237043101,Oxycodone/APAP 5/325mg,other,19.0,synthetic,5000,0.5,20.7
2025-06-16,57237043101,Oxycodone/APAP 5/325mg,other,28.0,synthetic,5000,0.5,20.1
2025-06-23,57237043101,Oxycodone/APAP 5/325mg,other,20.0,synthetic,5000,0.5,20.3
2025-06-30,57237043101,Oxycodone/APAP 5/325mg,other,18.0,synthetic,5000,0.5,20.2
2025-01-06,57237044101,Methylprednisolone 4mg,other,22.0,synthetic,5000,0.5,29.9
2025-01-13,57237044101,Methylprednisolone 4mg,other,31.0,synthetic,5000,0.5,27.2
2025-01-20,57237044101,Methylprednisolone 4mg,other,27.0,synthetic,5000,0.5,27.5
2025-01-27,57237044101,Methylprednisolone 4mg,other,35.0,synthetic,5000,0.5,28.6
2025-02-03,57237044101,Methylprednisolone 4mg,other,33.0,synthetic,5000,0.5,26.5
2025-02-10,57237044101,Methylprednisolone 4mg,other,27.0,synthetic,5000,0.5,26.7
2025-02-17,57237044101,Methylprednisolone 4mg,other,27.0,synthetic,5000,0.5,27.8
2025-02-24,57237044101,Methylprednisolone 4mg,other,30.0,synthetic,5000,0.5,25.6
2025-03-03,57237044101,Methylprednisolone 4mg,other,26.0,synthetic,5000,0.5,26.9
2025-03-10,57237044101,Methylprednisolone 4mg,other,36.0,synthetic,5000,0.5,25.5
2025-03-17,57237044101,Methylprednisolone 4mg,other,25.0,synthetic,5000,0.5,25.2
2025-03-24,57237044101,Methylprednisolone 4mg,other,40.0,synthetic,5000,0.5,25.6
2025-03-31,57237044101,Methylprednisolone 4mg,other,29.0,synthetic,5000,0.5,26.1
2025-04-07,57237044101,Methylprednisolone 4mg,other,15.0,synthetic,5000,0.5,26.0
2025-04-14,57237044101,Methylprednisolone 4mg,other,21.0,synthetic,5000,0.5,25.9
2025-04-21,57237044101,Methylprednisolone 4mg,other,20.0,synthetic,5000,0.5,27.4
2025-04-28,57237044101,Methylprednisolone 4mg,other,20.0,synthetic,5000,0.5,25.3
2025-05-05,57237044101,Methylprednisolone 4mg,other,23.0,synthetic,5000,0.5,25.2
2025-05-12,57237044101,Methylprednisolone 4mg,other,38.0,synthetic,5000,0.5,26.2
2025-05-19,57237044101,Methylprednisolone 4mg,other,29.0,synthetic,5000,0.5,25.3
2025-05-26,57237044101,Methylprednisolone 4mg,other,38.0,synthetic,5000,0.5,24.5
2025-06-02,57237044101,Methylprednisolone 4mg,other,33.0,synthetic,5000,0.5,25.7
2025-06-09,57237044101,Methylprednisolone 4mg,other,26.0,synthetic,5000,0.5,25.0
2025-06-16,57237044101,Methylprednisolone 4mg,other,32.0,synthetic,5000,0.5,24.8
2025-06-23,57237044101,Methylprednisolone 4mg,other,38.0,synthetic,5000,0.5,25.4
2025-06-30,57237044101,Methylprednisolone 4mg,other,21.0,synthetic,5000,0.5,24.4
2025-01-06,57237045101,Clonazepam 0.5mg,other,22.0,synthetic,5000,0.5,26.2
2025-01-13,57237045101,Clonazepam 0.5mg,other,20.0,synthetic,5000,0.5,7.0
2025-01-20,57237045101,Clonazepam 0.5mg,other,23.0,synthetic,5000,0.5,28.7
2025-01-27,57237045101,Clonazepam 0.5mg,other,32.0,synthetic,5000,0.5,24.1
2025-02-03,57237045101,Clonazepam 0.5mg,other,14.0,synthetic,5000,0.5,16.4
2025-02-10,57237045101,Clonazepam 0.5mg,other,25.0,synthetic,5000,0.5,27.2
2025-02-17,57237045101,Clonazepam 0.5mg,other,25.0,synthetic,5000,0.5,26.6
2025-02-24,57237045101,Clonazepam 0.5mg,other,25.0,synthetic,5000,0.5,18.0
2025-03-03,57237045101,Clonazepam 0.5mg,other,21.0,synthetic,5000,0.5,24.1
2025-03-10,57237045101,Clonazepam 0.5mg,other,23.0,synthetic,5000,0.5,20.7
2025-03-17,57237045101,Clonazepam 0.5mg,other,26.0,synthetic,5000,0.5,16.8
2025-03-24,57237045101,Clonazepam 0.5mg,other,18.0,synthetic,5000,0.5,22.6
2025-03-31,57237045101,Clonazepam 0.5mg,other,35.0,synthetic,5000,0.5,18.4
2025-04-07,57237045101,Clonazepam 0.5mg,other,26.0,synthetic,5000,0.5,18.6
2025-04-14,57237045101,Clonazepam 0.5mg,other,34.0,synthetic,5000,0.5,21.4
2025-04-21,57237045101,Clonazepam 0.5mg,other,25.0,synthetic,5000,0.5,19.1
2025-04-28,57237045101,Clonazepam 0.5mg,other,23.0,synthetic,5000,0.5,18.8
2025-05-05,57237045101,Clonazepam 0.5mg,other,24.0,synthetic,5000,0.5,20.0
2025-05-12,57237045101,Clonazepam 0.5mg,other,33.0,synthetic,5000,0.5,18.9
2025-05-19,57237045101,Clonazepam 0.5mg,other,29.0,synthetic,5000,0.5,18.5
2025-05-26,57237045101,Clonazepam 0.5mg,other,19.0,synthetic,5000,0.5,20.3
2025-06-02,57237045101,Clonazepam 0.5mg,other,21.0,synthetic,5000,0.5,18.2
2025-06-09,57237045101,Clonazepam 0.5mg,other,24.0,synthetic,5000,0.5,18.8
2025-06-16,57237045101,Clonazepam 0.5mg,other,31.0,synthetic,5000,0.5,19.5
2025-06-23,57237045101,Clonazepam 0.5mg,other,22.0,synthetic,5000,0.5,18.2
2025-06-30,57237045101,Clonazepam 0.5mg,other,29.0,synthetic,5000,0.5,18.8
2025-01-06,57237046101,Alprazolam 0.5mg,other,20.0,synthetic,5000,0.5,20.7
2025-01-13,57237046101,Alprazolam 0.5mg,other,19.0,synthetic,5000,0.5,21.3
2025-01-20,57237046101,Alprazolam 0.5mg,other,18.0,synthetic,5000,0.5,21.6
2025-01-27,57237046101,Alprazolam 0.5mg,other,21.0,synthetic,5000,0.5,20.6
2025-02-03,57237046101,Alprazolam 0.5mg,other,17.0,synthetic,5000,0.5,21.8
2025-02-10,57237046101,Alprazolam 0.5mg,other,17.0,synthetic,5000,0.5,20.8
2025-02-17,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,20.1
2025-02-24,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,21.2
2025-03-03,57237046101,Alprazolam 0.5mg,other,15.0,synthetic,5000,0.5,22.5
2025-03-10,57237046101,Alprazolam 0.5mg,other,21.0,synthetic,5000,0.5,20.3
2025-03-17,57237046101,Alprazolam 0.5mg,other,16.0,synthetic,5000,0.5,20.5
2025-03-24,57237046101,Alprazolam 0.5mg,other,16.0,synthetic,5000,0.5,20.6
2025-03-31,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,20.2
2025-04-07,57237046101,Alprazolam 0.5mg,other,22.0,synthetic,5000,0.5,20.2
2025-04-14,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,19.9
2025-04-21,57237046101,Alprazolam 0.5mg,other,25.0,synthetic,5000,0.5,19.9
2025-04-28,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,20.2
2025-05-05,57237046101,Alprazolam 0.5mg,other,26.0,synthetic,5000,0.5,20.0
2025-05-12,57237046101,Alprazolam 0.5mg,other,19.0,synthetic,5000,0.5,19.4
2025-05-19,57237046101,Alprazolam 0.5mg,other,15.0,synthetic,5000,0.5,20.0
2025-05-26,57237046101,Alprazolam 0.5mg,other,10.0,synthetic,5000,0.5,19.8
2025-06-02,57237046101,Alprazolam 0.5mg,other,22.0,synthetic,5000,0.5,19.4
2025-06-09,57237046101,Alprazolam 0.5mg,other,17.0,synthetic,5000,0.5,20.0
2025-06-16,57237046101,Alprazolam 0.5mg,other,23.0,synthetic,5000,0.5,19.2
2025-06-23,57237046101,Alprazolam 0.5mg,other,21.0,synthetic,5000,0.5,18.7
2025-06-30,57237046101,Alprazolam 0.5mg,other,19.0,synthetic,5000,0.5,19.1
2025-01-06,57237047101,Zolpidem 10mg,other,24.0,synthetic,5000,0.5,28.6
2025-01-13,57237047101,Zolpidem 10mg,other,41.0,synthetic,5000,0.5,28.2
2025-01-20,57237047101,Zolpidem 10mg,other,22.0,synthetic,5000,0.5,27.8
2025-01-27,57237047101,Zolpidem 10mg,other,28.0,synthetic,5000,0.5,27.6
2025-02-03,57237047101,Zolpidem 10mg,other,33.0,synthetic,5000,0.5,29.2
2025-02-10,57237047101,Zolpidem 10mg,other,22.0,synthetic,5000,0.5,25.8
2025-02-17,57237047101,Zolpidem 10mg,other,29.0,synthetic,5000,0.5,28.0
2025-02-24,57237047101,Zolpidem 10mg,other,33.0,synthetic,5000,0.5,27.7
2025-03-03,57237047101,Zolpidem 10mg,other,21.0,synthetic,5000,0.5,28.1
2025-03-10,57237047101,Zolpidem 10mg,other,30.0,synthetic,5000,0.5,27.1
2025-03-17,57237047101,Zolpidem 10mg,other,29.0,synthetic,5000,0.5,27.6
2025-03-24,57237047101,Zolpidem 10mg,other,33.0,synthetic,5000,0.5,27.0
2025-03-31,57237047101,Zolpidem 10mg,other,36.0,synthetic,5000,0.5,26.4
2025-04-07,57237047101,Zolpidem 10mg,other,19.0,synthetic,5000,0.5,27.6
2025-04-14,57237047101,Zolpidem 10mg,other,39.0,synthetic,5000,0.5,25.7
2025-04-21,57237047101,Zolpidem 10mg,other,23.0,synthetic,5000,0.5,27.0
2025-04-28,57237047101,Zolpidem 10mg,other,28.0,synthetic,5000,0.5,26.4
2025-05-05,57237047101,Zolpidem 10mg,other,30.0,synthetic,5000,0.5,26.8
2025-05-12,57237047101,Zolpidem 10mg,other,33.0,synthetic,5000,0.5,26.3
2025-05-19,57237047101,Zolpidem 10mg,other,25.0,synthetic,5000,0.5,26.9
2025-05-26,57237047101,Zolpidem 10mg,other,23.0,synthetic,5000,0.5,26.4
2025-06-02,57237047101,Zolpidem 10mg,other,24.0,synthetic,5000,0.5,26.5
2025-06-09,57237047101,Zolpidem 10mg,other,24.0,synthetic,5000,0.5,26.5
2025-06-16,57237047101,Zolpidem 10mg,other,32.0,synthetic,5000,0.5,26.1
2025-06-23,57237047101,Zolpidem 10mg,other,24.0,synthetic,5000,0.5,25.8
2025-06-30,57237047101,Zolpidem 10mg,other,32.0,synthetic,5000,0.5,25.9
2025-01-06,57237048101,Hydroxyzine 25mg,other,34.0,synthetic,5000,0.5,36.1
2025-01-13,57237048101,Hydroxyzine 25mg,other,50.0,synthetic,5000,0.5,32.1
2025-01-20,57237048101,Hydroxyzine 25mg,other,29.0,synthetic,5000,0.5,34.1
2025-01-27,57237048101,Hydroxyzine 25mg,other,35.0,synthetic,5000,0.5,34.7
2025-02-03,57237048101,Hydroxyzine 25mg,other,34.0,synthetic,5000,0.5,33.8
2025-02-10,57237048101,Hydroxyzine 25mg,other,24.0,synthetic,5000,0.5,34.1
2025-02-17,57237048101,Hydroxyzine 25mg,other,29.0,synthetic,5000,0.5,33.6
2025-02-24,57237048101,Hydroxyzine 25mg,other,33.0,synthetic,5000,0.5,33.2
2025-03-03,57237048101,Hydroxyzine 25mg,other,35.0,synthetic,5000,0.5,33.2
2025-03-10,57237048101,Hydroxyzine 25mg,other,34.0,synthetic,5000,0.5,32.3
2025-03-17,57237048101,Hydroxyzine 25mg,other,34.0,synthetic,5000,0.5,34.6
2025-03-24,57237048101,Hydroxyzine 25mg,other,40.0,synthetic,5000,0.5,34.3
2025-03-31,57237048101,Hydroxyzine 25mg,other,33.0,synthetic,5000,0.5,33.2
2025-04-07,57237048101,Hydroxyzine 25mg,other,35.0,synthetic,5000,0.5,34.6
2025-04-14,57237048101,Hydroxyzine 25mg,other,35.0,synthetic,5000,0.5,33.2
2025-04-21,57237048101,Hydroxyzine 25mg,other,37.0,synthetic,5000,0.5,35.1
2025-04-28,57237048101,Hydroxyzine 25mg,other,31.0,synthetic,5000,0.5,31.5
2025-05-05,57237048101,Hydroxyzine 25mg,other,30.0,synthetic,5000,0.5,33.8
2025-05-12,57237048101,Hydroxyzine 25mg,other,31.0,synthetic,5000,0.5,32.2
2025-05-19,57237048101,Hydroxyzine 25mg,other,16.0,synthetic,5000,0.5,32.3
2025-05-26,57237048101,Hydroxyzine 25mg,other,38.0,synthetic,5000,0.5,32.8
2025-06-02,57237048101,Hydroxyzine 25mg,other,41.0,synthetic,5000,0.5,32.6
2025-06-09,57237048101,Hydroxyzine 25mg,other,39.0,synthetic,5000,0.5,33.2
2025-06-16,57237048101,Hydroxyzine 25mg,other,25.0,synthetic,5000,0.5,33.8
2025-06-23,57237048101,Hydroxyzine 25mg,other,29.0,synthetic,5000,0.5,32.7
2025-06-30,57237048101,Hydroxyzine 25mg,other,37.0,synthetic,5000,0.5,32.9
2025-01-06,57237049101,Linaclotide 145mcg,other,14.0,synthetic,5000,0.5,20.1
2025-01-13,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,19.5
2025-01-20,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,23.2
2025-01-27,57237049101,Linaclotide 145mcg,other,24.0,synthetic,5000,0.5,20.2
2025-02-03,57237049101,Linaclotide 145mcg,other,21.0,synthetic,5000,0.5,20.9
2025-02-10,57237049101,Linaclotide 145mcg,other,21.0,synthetic,5000,0.5,21.9
2025-02-17,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,20.9
2025-02-24,57237049101,Linaclotide 145mcg,other,27.0,synthetic,5000,0.5,21.6
2025-03-03,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,21.0
2025-03-10,57237049101,Linaclotide 145mcg,other,26.0,synthetic,5000,0.5,20.6
2025-03-17,57237049101,Linaclotide 145mcg,other,19.0,synthetic,5000,0.5,18.8
2025-03-24,57237049101,Linaclotide 145mcg,other,17.0,synthetic,5000,0.5,20.3
2025-03-31,57237049101,Linaclotide 145mcg,other,28.0,synthetic,5000,0.5,20.0
2025-04-07,57237049101,Linaclotide 145mcg,other,25.0,synthetic,5000,0.5,19.4
2025-04-14,57237049101,Linaclotide 145mcg,other,27.0,synthetic,5000,0.5,20.7
2025-04-21,57237049101,Linaclotide 145mcg,other,16.0,synthetic,5000,0.5,19.4
2025-04-28,57237049101,Linaclotide 145mcg,other,27.0,synthetic,5000,0.5,19.3
2025-05-05,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,20.6
2025-05-12,57237049101,Linaclotide 145mcg,other,24.0,synthetic,5000,0.5,18.7
2025-05-19,57237049101,Linaclotide 145mcg,other,22.0,synthetic,5000,0.5,19.4
2025-05-26,57237049101,Linaclotide 145mcg,other,14.0,synthetic,5000,0.5,19.8
2025-06-02,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,18.9
2025-06-09,57237049101,Linaclotide 145mcg,other,25.0,synthetic,5000,0.5,18.7
2025-06-16,57237049101,Linaclotide 145mcg,other,20.0,synthetic,5000,0.5,18.8
2025-06-23,57237049101,Linaclotide 145mcg,other,11.0,synthetic,5000,0.5,18.7
2025-06-30,57237049101,Linaclotide 145mcg,other,23.0,synthetic,5000,0.5,18.4
2025-01-06,57237050101,Insulin Glargine U-100,other,40.0,synthetic,5000,0.5,30.5
2025-01-13,57237050101,Insulin Glargine U-100,other,28.0,synthetic,5000,0.5,30.1
2025-01-20,57237050101,Insulin Glargine U-100,other,25.0,synthetic,5000,0.5,31.9
2025-01-27,57237050101,Insulin Glargine U-100,other,20.0,synthetic,5000,0.5,28.8
2025-02-03,57237050101,Insulin Glargine U-100,other,34.0,synthetic,5000,0.5,27.1
2025-02-10,57237050101,Insulin Glargine U-100,other,26.0,synthetic,5000,0.5,27.7
2025-02-17,57237050101,Insulin Glargine U-100,other,34.0,synthetic,5000,0.5,30.1
2025-02-24,57237050101,Insulin Glargine U-100,other,31.0,synthetic,5000,0.5,27.8
2025-03-03,57237050101,Insulin Glargine U-100,other,26.0,synthetic,5000,0.5,27.6
2025-03-10,57237050101,Insulin Glargine U-100,other,31.0,synthetic,5000,0.5,28.4
2025-03-17,57237050101,Insulin Glargine U-100,other,20.0,synthetic,5000,0.5,27.4
2025-03-24,57237050101,Insulin Glargine U-100,other,16.0,synthetic,5000,0.5,27.8
2025-03-31,57237050101,Insulin Glargine U-100,other,24.0,synthetic,5000,0.5,26.8
2025-04-07,57237050101,Insulin Glargine U-100,other,22.0,synthetic,5000,0.5,26.6
2025-04-14,57237050101,Insulin Glargine U-100,other,29.0,synthetic,5000,0.5,27.4
2025-04-21,57237050101,Insulin Glargine U-100,other,27.0,synthetic,5000,0.5,27.7
2025-04-28,57237050101,Insulin Glargine U-100,other,25.0,synthetic,5000,0.5,25.8
2025-05-05,57237050101,Insulin Glargine U-100,other,34.0,synthetic,5000,0.5,26.6
2025-05-12,57237050101,Insulin Glargine U-100,other,33.0,synthetic,5000,0.5,26.2
2025-05-19,57237050101,Insulin Glargine U-100,other,16.0,synthetic,5000,0.5,25.5
2025-05-26,57237050101,Insulin Glargine U-100,other,18.0,synthetic,5000,0.5,26.1
2025-06-02,57237050101,Insulin Glargine U-100,other,27.0,synthetic,5000,0.5,26.4
2025-06-09,57237050101,Insulin Glargine U-100,other,29.0,synthetic,5000,0.5,26.3
2025-06-16,57237050101,Insulin Glargine U-100,other,24.0,synthetic,5000,0.5,26.3
2025-06-23,57237050101,Insulin Glargine U-100,other,27.0,synthetic,5000,0.5,26.3
2025-06-30,57237050101,Insulin Glargine U-100,other,29.0,synthetic,5000,0.5,25.9
2025-01-06,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,17.7
2025-01-13,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,21.6
2025-01-20,57237051101,Insulin Aspart U-100,other,21.0,synthetic,5000,0.5,17.3
2025-01-27,57237051101,Insulin Aspart U-100,other,19.0,synthetic,5000,0.5,18.2
2025-02-03,57237051101,Insulin Aspart U-100,other,13.0,synthetic,5000,0.5,20.6
2025-02-10,57237051101,Insulin Aspart U-100,other,18.0,synthetic,5000,0.5,18.1
2025-02-17,57237051101,Insulin Aspart U-100,other,14.0,synthetic,5000,0.5,20.9
2025-02-24,57237051101,Insulin Aspart U-100,other,25.0,synthetic,5000,0.5,18.6
2025-03-03,57237051101,Insulin Aspart U-100,other,22.0,synthetic,5000,0.5,18.6
2025-03-10,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,17.7
2025-03-17,57237051101,Insulin Aspart U-100,other,14.0,synthetic,5000,0.5,18.3
2025-03-24,57237051101,Insulin Aspart U-100,other,18.0,synthetic,5000,0.5,18.3
2025-03-31,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,18.5
2025-04-07,57237051101,Insulin Aspart U-100,other,18.0,synthetic,5000,0.5,18.5
2025-04-14,57237051101,Insulin Aspart U-100,other,21.0,synthetic,5000,0.5,17.8
2025-04-21,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,18.2
2025-04-28,57237051101,Insulin Aspart U-100,other,26.0,synthetic,5000,0.5,18.2
2025-05-05,57237051101,Insulin Aspart U-100,other,22.0,synthetic,5000,0.5,17.9
2025-05-12,57237051101,Insulin Aspart U-100,other,22.0,synthetic,5000,0.5,18.1
2025-05-19,57237051101,Insulin Aspart U-100,other,24.0,synthetic,5000,0.5,17.0
2025-05-26,57237051101,Insulin Aspart U-100,other,16.0,synthetic,5000,0.5,17.9
2025-06-02,57237051101,Insulin Aspart U-100,other,23.0,synthetic,5000,0.5,17.4
2025-06-09,57237051101,Insulin Aspart U-100,other,20.0,synthetic,5000,0.5,16.9
2025-06-16,57237051101,Insulin Aspart U-100,other,28.0,synthetic,5000,0.5,17.5
2025-06-23,57237051101,Insulin Aspart U-100,other,15.0,synthetic,5000,0.5,16.9
2025-06-30,57237051101,Insulin Aspart U-100,other,22.0,synthetic,5000,0.5,16.7
2025-01-06,57237052101,Methotrexate 2.5mg,other,17.0,synthetic,5000,0.5,8.9
2025-01-13,57237052101,Methotrexate 2.5mg,other,9.0,synthetic,5000,0.5,0.2
2025-01-20,57237052101,Methotrexate 2.5mg,other,9.0,synthetic,5000,0.5,9.9
2025-01-27,57237052101,Methotrexate 2.5mg,other,9.0,synthetic,5000,0.5,7.3
2025-02-03,57237052101,Methotrexate 2.5mg,other,8.0,synthetic,5000,0.5,3.4
2025-02-10,57237052101,Methotrexate 2.5mg,other,9.0,synthetic,5000,0.5,9.0
2025-02-17,57237052101,Methotrexate 2.5mg,other,11.0,synthetic,5000,0.5,8.6
2025-02-24,57237052101,Methotrexate 2.5mg,other,14.0,synthetic,5000,0.5,5.9
2025-03-03,57237052101,Methotrexate 2.5mg,other,6.0,synthetic,5000,0.5,8.4
2025-03-10,57237052101,Methotrexate 2.5mg,other,17.0,synthetic,5000,0.5,7.5
